gene_id,185_026_T0,185_128_T0,185_037_T0,185_057_T0,185_071_T0,185_107_T0,185_184_T0,185_194_T0,PIM046_A1,PIM046_A2,PIM046_A3,PIM056_A1,PIM056_A2,PIM056_A3,185_002_T0,185_002_X0_P3,185_006_T0,185_006_X0_P3,185_014_T0,185_014_X0_P3,185_026_X0_P3,185_071_X0_P3,185_128_X0_P3,185_129_X0_P3,185_198_X0_P3,185_037_X0_P3,185_049_X0_P3,185_107_X0_P3,185_184_X0_P3,185_194_X0_P3
ABRACL,50.15,66.92,123.29,42.47,45.6,54.33,61.04,66.86,881.48,987.67,991.51,354.23,397.52,406.55,131.91,148.77,129.18,249.84,39.65,27.68,281.26,36.42,153.48,10.31,65.3,165.07,83.64,118.47,66.63,90.91
ABRAXAS1,20.88,34.35,18.42,13.25,27.3,27.84,22.38,18.3,15.36,21.98,24.12,6.45,7.52,6.7,4.53,5.21,5.35,6.82,3.28,3.38,2.87,32.82,10.86,8.67,18.42,4.37,9.77,25.96,18.48,17.53
ABRAXAS2,44.75,44.37,44.37,36.96,34.4,62.88,49.46,30.28,11.8,18.31,18.24,18.66,21.41,21.57,14.07,15.58,13.2,13.44,12.66,10.93,15.82,29.92,34.67,48.42,45.31,37.43,30.58,56.17,30.41,30.37
ABT1,18.86,26,4.65,4.46,3.63,4.4,3.65,8.06,38.6,39.52,38.54,50.58,45.73,52.1,33.68,41.32,32.53,39.67,24.3,19.72,15.56,10,3.02,10.71,4.83,7.96,2.42,7.35,4.18,7.37
ABTB1,59.88,42.5,3.41,1.52,5.61,1.73,8.9,6.32,6,5.99,5.83,9.46,10.8,8.11,11.05,8.64,25.45,23.03,18.09,6.77,8.74,14.13,3.49,18.66,6.49,1.58,2.34,3.46,9.51,7.74
ABTB2,43.15,24.14,4.54,9.33,3.47,13.93,6.31,1.97,7.13,15.87,14.82,10.03,9.31,10.24,18.23,31.37,9.07,16.87,25.71,36.2,28.57,13.83,7.63,3.17,48.4,6.67,1.31,18.02,8.49,5.59
ACAA1,77.14,68.76,17.65,10.31,21.05,10.11,14,17.17,34.84,39.51,37.12,62.87,55.37,53.69,43.58,43.38,67.69,54.21,89.55,128.04,99.53,54.36,15.81,9.17,11.69,28.48,5.42,9.83,17.98,19.73
ACAA2,195.22,367.07,182.83,212.9,156.06,358.72,294.46,296.09,118.6,154.49,146.52,71.47,69.61,62.87,135.48,171.48,27.51,70.19,56.4,68.44,35.55,184.3,184.62,254.77,1801.44,879.43,626.28,468.47,270.82,255.12
ACACA,66.59,64.25,79.99,23.34,81.14,48.88,89.03,39.14,14.5,25.34,25.81,39.81,35.68,38.21,32.77,30.37,34.46,44.34,25.21,35.13,29.47,162.65,26.64,88.26,185.9,90.16,70.09,60.01,87.44,115.89
ACACB,25.39,9.64,2.98,7.36,13.51,2.69,32.45,2.39,0.85,1.46,1.16,0.05,0.02,0.06,7.9,14.53,3.64,3.07,6.29,5.5,2.63,10.54,1.42,24.05,1.97,0.64,2.01,3.39,2.2,3.44
ACAD10,8.72,11.89,5.52,5.15,7.84,3.26,10.08,3.79,5.6,7.99,7.51,19.89,16.55,19.11,17.04,17.55,19.11,11.7,12.03,10.91,6,10.69,2.54,17.11,8.37,6.51,4.71,6.55,6.62,4.73
ACAD11,15.96,7.58,3.96,5.67,8.05,4.49,9.53,7.03,1.73,4.25,3,4.74,4.54,5.25,14.78,11.9,15.63,2.77,17.95,11.33,9.81,4.26,4.08,24.06,7.57,1.76,7.73,9.66,7.02,11.29
ACAD8,37.48,7.9,15.09,2.3,23.75,6.81,8.78,4.29,22.82,32.57,32.27,19.9,18.16,20.48,7.77,7.36,16.42,11.78,24.35,38.08,53.48,11.06,3.11,9.14,9.36,11.21,1.27,3.59,5.23,8.33
ACAD9,63.2,46.58,36.12,33,31.66,36.15,44.89,33.18,27.23,36.09,35.22,45.99,42.14,45.97,66.94,74.01,73.24,72.24,43.73,48.13,34.83,41.7,29.58,67.06,33.89,26.58,26.6,64.81,38.53,46.3
ACADL,0.61,2.78,53.44,14.36,1.47,1.81,1.85,5.21,1.68,3.65,2.91,0.18,0.05,0.05,2.43,4.88,1.04,1.04,1.23,1.16,0.29,0.04,5.62,0.37,0.04,25.44,1.11,0.45,0.55,4.7
ACADM,391.41,213.58,217.62,143.14,226.87,183.08,131.15,229.73,24.54,43.29,43.11,40.74,56.43,42.59,31.47,40.33,43.09,56.81,28.34,29.66,49.66,301.66,205.21,191.47,264.08,281.38,12.7,69.61,45.12,132.15
ACADS,5.92,3.1,1.38,0.79,0.28,0.42,0.46,0.5,9.09,10.67,10.81,0.47,0.35,0.22,15.18,24.29,14.85,15.35,10.37,11.87,27.77,0.92,0.88,1.77,0.11,1.07,0.09,1.32,0.46,0.66
ACADSB,12.23,8.19,3.74,34.88,10.05,4.69,7.63,4.03,0.33,0.69,0.78,7.02,8.95,7.94,6.68,6.99,3.69,3.18,3.83,1.62,8.73,12.29,15.95,2.65,2.25,1.75,2.22,7.82,3.62,1.88
ACADVL,379.31,193.65,162.64,91.1,206.13,141.13,307.7,138.2,180.01,227.93,222.94,365.5,362.26,324.85,107.04,93.13,132.43,177.55,167.63,157.47,276.09,248.45,42.69,65.04,62.2,158.46,40.66,227.3,195.52,165.09
ACAN,0.41,2.59,0.43,0.19,0.25,0.85,0.27,0.83,0.01,0.02,0,0.06,0.06,0.09,525.94,422.86,1.16,0.03,12.78,11.33,0.01,0.03,4.89,0.07,0.04,0.24,0.38,1.28,1.03,0.7
ACAP1,44.44,16.82,4.08,5.9,7.02,2.65,5.35,6.16,0.04,0.06,0.02,0.35,0.39,0.28,1.62,0.46,4.6,0.16,13.46,0.13,0.09,0.82,1.14,0.43,0,0.28,0.5,1.78,0.7,0.27
ACAP2,31.73,23.07,24.12,25.68,30.49,29.19,21.77,21.39,7.77,20.76,18.62,15.55,19.12,19.46,27.75,25.33,28.44,12.78,22.89,15.38,13.18,23.31,20.49,37.53,23.47,10.84,30.69,23.45,14.75,17.17
ACAP3,3.58,4.1,0.48,0.26,1.07,0.59,1.46,0.44,7.86,9.99,7.48,36.66,35.23,31.84,22.47,34.72,38.04,24.24,27,18.88,38.58,1.81,2.9,2.99,0.21,1.94,0.23,0.29,0.52,0.93
ACAT1,305.8,54.73,255.84,93.06,165.52,144.02,160.36,97.18,68.65,102.3,96.36,58.78,63.1,50.93,31.06,27.34,50.23,42.01,35.25,70.01,236.01,188.63,110.57,70.31,97.99,90.01,39.78,72.04,132.5,51.15
ACAT2,63.52,233.69,120.42,96.48,77.89,52.79,49.14,49.31,50.67,63.38,70.63,0.78,0.54,0.84,77.91,77.27,61.88,146.64,41.37,56.24,50.73,69.77,286.2,56.76,278.38,218.29,157.16,100.93,59.47,137.51
ACBD3,134.13,140.91,150.25,139.98,82.54,175.19,194.36,162.12,25.15,57.95,54.85,56.87,91.38,64.02,102.61,89.74,73.31,64.79,60.03,55.29,46.58,83.76,183.89,104.86,192.8,96.7,115.62,94.56,129.21,151.13
ACBD4,1.01,1.55,0.7,1.92,1.12,0.24,0.32,0.7,7.15,9.29,8.01,6.71,7.48,6.48,3.42,1.6,4.7,4.32,12.31,10.9,5.74,3.82,0,1.03,0.27,1.67,0.56,0.29,1.23,0.79
ACBD5,70.8,108.73,188.75,60.01,76.62,145.45,122.64,57.84,8.89,16.6,17.39,35.68,46.33,42,16.65,16.32,23.83,30.11,15.88,21.28,19.97,115.64,77.43,52.93,152.46,123.36,57.78,78.41,98.12,85.37
ACBD6,50.35,125.79,136.46,91.78,104.76,132.11,261.01,187.14,27.62,38.65,38.83,67.33,78.34,53.76,90.33,104.35,51.63,56.03,48.54,42.14,21.87,81.91,144.7,198.81,46.84,74.44,74.7,65.73,190.31,155.75
ACBD7,6.59,2.35,4.01,0.78,0.06,2.82,0.49,0.81,7.39,14.7,14.03,3.36,2.67,2.79,0.64,0.42,6.87,22.79,2.24,3.82,22.08,0.48,3.97,1.47,7.54,1.32,0.67,0.49,0.8,0.78
ACCS,15.91,13.41,3.06,2.02,6.65,4.43,10.39,7.47,5.45,6.82,5.09,2.19,2.32,2.21,2.66,2.34,8.97,8.94,15.96,20.64,2.55,11.36,7.01,10.04,16.39,3.69,0.68,10.99,11.85,9.61
ACCSL,0.32,0,0.15,0.28,0,0.87,0.18,0.15,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.17,0.14,0.35,2.84,0.57,0.47
ACD,21.09,15.65,4.83,4.62,9.33,6,7.88,6.81,6.62,6.65,7.7,32.55,31.74,31.22,27.49,36.39,13.24,8.21,21.21,17.41,13.23,19.25,4.17,37.15,10.27,4.47,2.99,6.08,6.62,7.16
ACE,27.02,6.27,16.92,9.97,15.32,9.68,5.23,7.82,4.58,6.67,6.19,0.45,0.32,0.27,9.85,7.44,13.17,0.03,19.12,2.26,1.64,22.91,0.5,14.16,0.53,17.16,0.5,1.08,4.96,11.76
ACE2,7.95,3.36,17.15,0.79,824.88,7.03,6.68,1.31,0.16,0.25,0.29,0.55,0.65,0.46,0.16,0.11,0.11,0,0.78,0.65,0.4,118.95,0.52,2.18,464.04,20.78,3,9.77,8.16,6.17
ACER1,0.38,0,0.2,0,0.92,0.41,0.06,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0.1,0.25,0.18,0,0.13,0.52
ACER2,8.84,5.66,10.92,4.66,15.27,3.41,6.27,2.79,0.5,1.29,1.27,2.19,2.84,2.74,4.88,3.71,4.22,3.04,2.65,2,6.54,17.22,3.12,5.49,4.55,2.42,4.39,5.25,5.34,5.19
ACER3,8.08,2.34,2.01,3.92,3.2,5.19,2.62,2.18,2.44,2.78,3.32,9.74,9.15,11.81,6.28,6.15,4.32,0.7,10.67,13.95,13.52,1.29,0.29,1.56,12.06,3.33,3.04,1.79,2.04,2.81
ACHE,4.81,1.14,0.46,0.11,1.41,0.74,0.79,2.28,0.05,0.09,0.23,0.25,0.9,0.44,2.52,3.1,0.59,0.04,3.48,1.68,0.63,8.27,0,0.4,0.66,2.92,1.78,5.23,0.83,1.86
ACIN1,118.52,90.1,49.59,69.11,66.63,39.81,60.22,40.12,54.68,77.07,62.87,84.72,71.72,80.78,95.01,93.74,103.76,85.19,106.51,91.5,121.52,45.31,69.11,140.83,70.63,58.36,33.23,72.78,40.78,62.03
ACKR1,73.62,44.47,9.41,32.77,15.07,20.96,54.33,17.3,0,0,0,14.8,13.99,10.86,2.8,0,3.35,0.07,20.19,0,0,0,0,0.78,0,1.03,3.54,10.29,10.18,4.81
ACKR2,4.22,7.01,155.1,0.7,162.23,45.09,15.69,5.86,0.13,0.31,0.29,17.51,16.5,20.73,0.5,0.42,2.75,20.41,5.61,0.63,0.51,305.36,0.86,2.05,170,100.03,3.32,46.45,26.71,7.83
ACKR3,18.99,17.88,17.06,27.85,38.73,18.93,17.83,23.91,0,0.07,0,0.81,3.03,0.83,12.93,0.28,7.25,0,33.86,0.86,0,23.62,0,0.89,0,1.55,3.65,1.76,2.84,9.3
ACKR4,7.68,10.69,10.38,14.7,30.37,12.82,5.66,14.38,0.04,0.02,0,0.04,0,0.03,0.75,0.17,0.93,0.09,5.61,0.19,0.15,2.6,6.29,21.17,11.95,2.77,16.33,29.07,14.57,13.51
ACLY,118.77,142.13,92.93,55.02,126.01,94.84,99.64,96.37,82.25,146.92,151.04,146.47,148.35,135.92,133.02,109.9,137.04,128.45,102.51,112.23,137.68,154.47,66.66,209.76,156.36,126.56,94.87,96.86,124.5,155.02
ACMSD,1.46,0.49,0,0,0.11,0.4,0.05,0.14,0,0,0,0,0,0,0.21,0,0,0,0.45,0,0.31,0,0.25,3.42,0.35,0.21,0.93,1.45,0.54,0.07
ACO1,39.12,56.22,51.28,47.84,137.75,92.51,74.48,63.74,9.81,13.54,15.64,25.41,24.97,24.81,29.02,26.09,14.79,18.58,35.78,54.8,23.21,100.69,69,24.67,30.05,67.51,11.03,45.24,26.69,82.5
ACO2,353.07,126.62,54.8,47.11,29.84,23.39,29.7,43.89,66.99,89.53,94.24,101.09,93.21,100.66,203.17,259.44,163.92,122.23,119.19,126.31,386.35,49.52,45.42,88.38,37.89,49.43,26.64,19.42,33.33,36.86
ACOD1,0.09,0.71,0.58,0.07,0,1.08,0.54,0.82,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,1.78,0,0.94,2.85,2.58,2.55,1.58
ACOT1,120.88,74.47,25.62,6.3,52.22,28.19,23.07,48.48,19.7,22.38,24.44,28.65,27.32,26.07,22.73,28.22,3.97,4.63,16.18,39.76,13.43,61.67,3.47,40.52,69.98,16.32,19.61,14.61,16.63,97.87
ACOT11,2.1,1.83,0.65,1.15,2.22,4.85,2.39,2.5,0.22,0.36,0.36,0.47,0.29,0.33,27.13,34.2,3.93,8.74,1.89,0.78,0.78,14.93,0.1,18.32,0.8,0.7,1.99,6.66,1.3,7.99
ACOT12,0,0.2,0.17,0,0,0.03,0,0.03,0.02,0.03,0.02,0,0,0,0,0.1,0,0,0,0.34,0,0.21,0,0.16,0,0.05,0.27,0.86,0.19,0.13
ACOT13,39.87,33.95,85.86,49.24,51.77,48.55,40.76,85.87,14.02,14.04,14.04,25.39,22.69,24.02,11.02,11.33,11.89,9.66,8.91,8.79,8.95,32.47,63.34,118.9,63.83,87.02,40.09,31.56,31.8,102.87
ACOT2,101.37,143.65,65.14,38.01,88,23.69,24.53,17.33,22.13,23.94,25.01,43.53,37.87,37.48,37.47,38.3,18.04,23.17,40.61,75.17,27.83,78.73,19.71,29.36,87.58,58.2,10.16,23.57,9.85,41.57
ACOT4,7.06,10.95,27.81,8.66,26.48,11.44,1.3,3.04,2.57,2.83,2.8,4.52,4.93,4.16,4.51,6.21,2.53,1.37,6.64,9.36,2.06,15.81,12.65,9.47,12.47,14.83,2.56,5.7,3.52,3.53
ACOT6,0.63,0.63,0.66,0.77,1.01,1.26,0.62,0.77,0,0,0,0.1,0,0,0,0,0,0,0,0.13,0,1.6,0,1.54,0.34,1.49,1.5,4.99,2.27,2.46
ACOT7,43.14,76.28,72.14,71.28,35.63,47.01,39.48,100.63,8.48,8.83,8.68,69.49,63.93,59.75,50.71,41.88,81.14,35.24,48.36,25.52,12.36,65.93,13.94,104.53,41.9,96.91,9.83,29.3,46.13,108.55
ACOT8,43.84,37.36,10.85,10.1,15.48,8.98,12.17,7.63,20.18,18.58,17.17,26.37,20.31,22.24,11.24,15.89,16.14,16.56,25.59,29.67,56.87,20.81,22.98,26.82,8.93,8.39,1.9,13.49,7.1,3.84
ACOT9,68.09,109.47,127.98,49.78,88.99,95.77,32.62,67.26,23.93,27.25,27.28,83.9,92.84,84.22,43.82,38.92,20.6,18.53,48.59,34.23,17.17,65.14,61.63,40.86,71.46,51.62,51.67,46.84,0.92,41.34
ACOX1,37.26,32.58,40,13.97,43.21,17.11,21.7,31.65,10.97,18.55,18.39,17.7,17.75,18.12,21.87,27.66,12.7,10.84,44,46.46,31.62,50.46,12.7,30.44,79.21,32.44,16.63,16.26,11.69,42.44
ACOX2,7.3,14.56,1.9,6.46,8.21,2.08,2.98,2.66,0.03,0.11,0.12,0.35,0.35,0.41,4.12,8.71,0.45,0.06,2.49,0,0.21,6.75,14.27,7.55,0.49,0.3,0.31,1.71,3.38,0.66
ACOX3,19.25,9.28,9.43,9.69,12.03,4.73,13.48,3.85,7.55,8.53,8.89,6.08,5.8,5.79,24.74,23.26,16.3,19.41,34.74,26.11,8.66,17.15,2.2,5.55,4.13,7.53,2.29,7.02,16.21,2.49
ACOXL,3.19,1.99,0.11,0.28,0.03,0.77,0.79,0.9,0.01,0.19,0.07,0,0,0,0.25,0.12,2.97,2.06,0.32,0,0,0.3,1.58,7.26,0,0.29,0.94,0.47,0,1.34
ACP1,58.29,115.5,77.95,101.16,59.65,87.09,66.55,81.34,221.48,257.43,256.08,144.89,152.95,160.7,160.51,164.68,137.08,164.65,64.38,62.05,110.91,88.39,139.62,154.7,158.01,89.84,98.66,71.96,64.5,78.05
ACP2,52.38,29.99,12.45,7.74,27.09,11.85,5.11,18.04,36.64,35.19,42.33,21.27,16.34,19.54,20.32,24.05,50.45,40.28,68.57,62.79,58.03,30.2,1.63,20.32,12.28,5.6,1.29,13.67,3.43,8.02
ACP4,0,0.35,0,0,0.15,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.16,0,0.07,0,0.3,0.07
ACP5,90.07,45.62,36.29,31.76,29.03,17.94,3.18,17.32,4.27,4.36,4.68,0,0.09,0,86.04,0.49,52.61,0.15,105.19,1.2,11.28,29.01,0.83,1.53,2.53,1.37,0.38,2.59,0.45,1.62
ACP6,42.68,22.06,112.56,33.2,41.25,44.98,46.78,50.01,9.78,13.1,12.61,22.82,20.97,18.24,8.94,8,24.63,39.93,16.39,21.06,18.27,53.15,26.6,61.95,93.75,91.12,25.23,33.84,48.91,72.9
ACP7,0,0.17,0,0.02,0.07,0.09,0.17,0.12,0.14,0.2,0.21,2.49,1.99,1.84,2.21,2.98,0.34,1.12,1.27,0.41,0,0,0,0.15,0,0.03,0.24,0.47,0.04,0.36
ACPP,26.68,2.98,1.83,6.87,22.43,3.09,2.66,1.43,0.39,0.55,0.41,0.05,0,0.03,0.94,0.89,0.76,0.82,2.85,1.03,10.87,35.96,0.11,33.79,27.04,0.89,144.43,5.87,0.66,0.81
ACR,22.43,10.42,20.54,15.05,13.1,27.37,11.09,12.08,0.61,0.87,0.8,0.34,0.19,0.09,0.28,0.3,1.55,0.76,0.13,0.09,2.34,4.93,26.01,5.58,5.74,46.13,7.49,16.05,8.02,2.42
ACRBP,15.72,7.79,2.94,7.5,4.91,3.02,2.96,2.13,0.13,0.56,0.39,0.34,0.2,0.23,3.82,2.48,2.93,0.82,1.35,0.55,4.73,5.46,1.7,4.91,0.61,1.42,4.4,3.95,0.61,3.82
ACRV1,5.04,4.48,0.22,1.45,12.42,5.15,0.94,2.59,0.17,0.1,0.37,0.93,0.32,0.44,1.11,1.23,0.1,0.28,0.34,0.56,0.14,5.66,0.56,8.42,12.75,2.36,7.02,7.51,3.4,3.24
ACSBG1,36.5,0.32,0.26,0.08,0.46,0.96,0.41,0.23,0.09,0.07,0.11,0,0.02,0,0.23,0.57,0.07,0.23,0.37,0.04,1.41,2.29,0.13,0.82,0.85,3.06,1.07,0.84,0.67,1.47
ACSBG2,0.3,0.25,1.32,0.24,0.73,1.32,0.3,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.35,0.92,0.24,0.67,2.38,1.9,2.05,1.37
ACSF2,12.26,21.36,12.69,6.87,14.05,5.93,12.22,14.4,6.88,7.57,8.47,22.34,17.47,18.77,29.84,55.26,14.72,17.87,19.83,20.08,13.89,28.95,6.57,4.98,25.01,10.59,3.51,11.02,9.29,27.51
ACSF3,11.4,6.72,6.64,1.57,7.54,1.91,5.5,2.17,3.6,4.24,4.03,10.24,8.16,8.7,8.43,16.1,4.01,0.09,17.01,13.03,8.99,9.54,0.61,6.94,3.53,4.11,1.43,5.36,1.98,2.17
ACSL1,75,115.6,214.79,32.42,175.12,59.56,157.35,33.01,26.48,45.45,47.91,144.8,170.6,131.34,47.54,55.07,97.56,202.71,87.52,113.07,110.33,125.33,87.84,21.99,100.43,212.5,24.45,25.08,16.83,37.2
ACSL3,126.94,55.22,104.56,155.8,112.07,272.96,88.37,95.5,67.15,119.77,120.08,173.33,204.59,193.59,52.32,30.57,119.64,130.61,51.27,57.86,94.26,62.94,58,32.27,316.5,43.05,178.54,124.66,126.82,90.55
ACSL4,47.01,46.99,35.24,136.19,59.24,84.45,66.08,31.02,2.39,4.71,5.3,40.78,51.21,46.22,25.18,12.89,8.98,2.69,46.42,32.07,6.46,0.24,28.93,37.77,10.65,5.51,17.88,47.88,42.51,22.39
ACSL5,46.52,30.74,70.85,31.38,40.11,67.79,15.63,29.43,4.12,5.36,7.03,3.19,3.73,2.99,2.3,0.03,10.57,27.15,20.37,12.51,2.07,28.62,7.92,6.62,3.39,39.57,0.96,22.66,2.81,18.5
ACSL6,2.41,1.53,0.38,0.92,0.94,0.72,0.45,1.76,0,0.01,0.01,16.26,24.15,21.53,0.96,1.89,1.23,1.56,2.48,7.37,0.38,1.72,0.03,22.95,0,0.08,0.32,0.29,0.66,12.06
ACSM1,8.76,1.51,6.74,0.45,2.49,2.06,8.89,1.52,1.43,1.86,2,0,0.21,0.15,0.29,0.29,0.21,0.14,0.21,0.55,0.71,5.23,0.49,0.15,7.39,3.45,10.76,9.84,6.46,1.87
ACSM2A,0,0,0.3,0.2,0,0.8,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,1.76,1.2,0.88,0.66
ACSM2B,0,0.03,0.4,0.02,0.08,0.46,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.52,2.18,3.32,2.58,0.55
ACSM3,17.52,12.47,2.67,20.14,38.36,5.28,5.14,1.19,5.07,8.48,6.45,0.06,0.03,0.04,5.57,16.44,0.83,1.59,3.34,5.91,6.67,17.28,13.94,19.16,15.38,0.43,13.79,6.22,7.07,1.23
ACSM4,0.33,0.19,0.31,0.41,0.23,0.95,0.11,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.52,0.54,0,0.27,2.43,3.64,1.71,1.89
ACSM5,4.53,1.88,2.25,1.43,2.37,2.96,2.17,0.63,0,0,0,0,0,0,0.19,0,1.41,0,0.98,0,0,0,0,0,0,0.43,2.5,1.8,1.98,0.46
ACSM6,0.11,0.19,0.76,0.81,0.43,0.85,1.98,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.06,8.05,2.27,0.78,2.05,5.06,3.64,1.37
ACSS1,23.28,6.96,4.51,2.47,4.21,1.15,3.53,2.14,23.95,42.36,34.83,1.3,1.16,1.56,14.38,23.08,36.26,38.36,12.4,19.32,54.6,3.92,4.07,0.21,1.51,3.23,3.42,0.82,1.39,1.37
ACSS2,66.64,14.31,6.51,13.05,18.02,4,6.8,5.17,23.03,39.04,40.36,56.83,61.3,44.2,28.42,37.9,14.73,10.25,19.33,37.76,61.49,23.49,6.87,12.83,39.73,8.84,2.87,10.29,6.83,2.64
ACSS3,2.85,22.24,22.85,5.86,57.13,3.21,14.92,15.69,0.3,0.65,0.66,0,0.03,0.03,1.69,0,2.84,3.6,3.74,0,7.05,78.55,13.44,26.74,35.38,27.78,0.73,0.54,1.67,11.49
ACTA1,0.66,1.07,3.25,3.45,0.46,0.52,0.83,0.15,11.83,5.74,9.5,0.12,0.04,0,6.92,0.83,0.44,0.05,26.17,14.2,0.17,0.22,0.55,10.15,0.36,0.41,40.19,4.33,1.24,1.3
ACTA2,123.67,176.98,186.24,290.44,404.95,118.24,354.36,149.02,396.64,288.47,416.02,11.52,9.21,11.02,1243.57,122.83,240.06,1.43,1707.94,2201.99,0.07,6.68,18.54,3.6,28.27,15.67,357.97,64.6,6.3,7.54
ACTB,1183.01,1774.39,2427.19,2970.63,2314.31,2158.14,2440.16,1820.52,3052.31,3554.31,3957.75,8025.36,9176.17,7996.71,6015.56,5235.83,8209.83,6475.96,9437.75,10746.35,4607.65,1898.28,1166.72,1053.1,1041.69,6032.08,2839.48,2248.9,2766.19,2148.97
ACTBL2,0.33,0.36,0.28,0.02,1.14,2.51,1.5,0.08,0,0,0,0,0,0.02,0.21,0.07,0.04,0,0.48,0.27,0.34,0.47,0,0,1.12,0.68,0.92,4.27,3.29,0.95
ACTC1,0.15,0.91,0.37,0.31,0.05,0.2,0.3,0.07,0,0,0.02,0,0,0,1.01,0,0,0,0.25,0,0,0,0,0.2,0,0.4,0.49,0.96,0.46,0.42
ACTG1,334.44,706.31,664.86,1034.78,638.17,833.59,1329.75,1422.61,2462.46,2829.07,3148.66,3767.67,4735.07,4100.27,2615.02,2630.83,1948.81,1792.95,5064.9,4623.05,1372.45,654.55,813.7,637.76,715.46,821.51,739.03,773.23,1638.44,1328.81
ACTG2,13.24,55.95,15.92,381.63,19.88,13.33,74.43,11.37,999.81,842.1,1139.61,0.4,0.79,0.33,940.42,61.14,6.75,3.64,895.46,1693.62,3.59,1.11,35.34,3.59,118.01,1.54,525.04,198.47,345.52,5.54
ACTL10,4.25,3.76,7.28,2.39,1.99,2.26,1.28,1.12,5.46,4.87,5,4.58,3.61,3.87,1.64,0.92,5.04,6.45,2.62,4.02,4.72,3.55,1.62,1.61,0.81,4.84,1.03,1.82,1.45,1.3
ACTL6A,106.85,133.94,181.55,178.42,127.26,242.21,113.52,174.9,115.11,186.07,181.54,117.25,136.02,126.34,115.27,114.14,85.95,78.72,54.13,63.25,101.68,77.57,160.51,101.06,145.77,68.34,136.68,97.34,96.45,100.15
ACTL6B,0,0,0.14,0,0,0.46,0,0,0,0,0,0,0,0,0,0.07,0,0.05,0,0,0,0.07,0,82.16,0,0.04,0.06,0,0,0.06
ACTL7A,0,0.17,0.45,0,0,1.38,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0.7,0.92,1.73,0.86,1.96
ACTL7B,0,0,0,0.23,0,0,0,0.08,0,0,0,0,0,0,0,0.07,0.24,0.05,0,0,0,0,0,0,0,0.51,1.21,0.84,0.57,2.16
ACTL8,0.1,3.88,1.89,0.3,0.18,8.09,1.44,4,0.08,0.03,0.02,2.64,0.98,1.37,0,0,81.39,1.9,0.24,0.49,1.58,0,0.05,0,0,0.56,3.09,5.85,0.83,0.65
ACTL9,0,0,0,0,0.05,0.15,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,1.65,2.88,1.3,4.59
ACTN1,138.83,385.98,116.99,346.68,183.85,136.64,102.9,132.12,139.59,216.28,248.41,359.16,376.6,363.63,328.96,186.83,176.55,191.92,881.45,736.87,139.49,52.76,76.85,46.59,286.99,116.95,84.14,230.5,92.95,210.58
ACTN2,0.15,2.85,0.04,0.15,0.58,0.21,0.17,1.23,0.16,0.22,0.18,0,0,0,0.29,0.09,0.66,0.01,0.17,0.13,0.14,0.04,0.7,0.33,0,0.18,0.51,0.5,0.29,0.7
ACTN3,0.19,0.09,0.04,0,0.13,0.11,0.13,0,0.06,0.07,0,0.06,0,0,0,0,0.14,0.02,0.09,0.07,0,0,0,0.57,0.14,0.26,0.42,0.19,0.21,0.19
ACTN4,555.22,305.88,230.28,242.4,279.38,229.58,304.43,276.75,119.35,183.9,186.47,412.44,383.22,423.54,832.39,900.85,411.84,491.14,883.74,671.51,517.17,419.66,104.29,202.41,527.9,334.7,325.57,335.43,408.5,314.29
ACTR10,64.37,58.92,78.43,64.89,79.02,56.91,29.22,46.79,86.69,92.64,100.01,61,68.61,58.16,26.21,26.51,27.69,20.99,47.72,66.72,39.74,56.83,44.23,30.19,75.36,33.02,15.77,25.94,17.36,32.72
ACTR1A,74.39,131.96,101.5,38.2,77.24,75.26,84.48,60.51,47.62,56.08,60.89,133.87,124.03,128.73,63.56,72.16,63.66,54.05,90.86,63.03,29.62,118.94,28.39,77.09,45.52,119.59,49.61,91.05,64.03,45.05
ACTR1B,46.12,51.89,10.58,13.17,8.15,10.67,10.26,7.89,54.63,65.87,66.05,88.62,85.86,87.76,61.43,71.59,56.78,75.55,48.3,54.16,125.48,13.83,23.43,14.5,5.66,30.13,9.85,20.22,10.95,9.18
ACTR2,123.69,213.16,386.41,374.37,414.17,313.81,321.01,297.68,83.66,164.43,182.83,221.32,272.02,247.96,204.84,132.19,149.25,150.75,158.3,105.82,76.82,219.15,237.54,99.85,161.68,236.07,132.97,109.48,134.93,139.52
ACTR3,65.07,103.34,199.48,186.63,163.51,203.64,153.39,121.88,61.53,88.02,89.93,133.93,164.98,142.16,125.99,79.3,63.1,49.6,80.41,51.61,32.62,61.3,89.03,59.91,151.07,141.14,118.28,88.65,112.14,62.87
