gene_id,PIM046_A3,PIM056_A3,PIM242,PIM014,PIM077,PIM137,PIM254,PIM040,PIM053,PIM091,PIM262,PIM068,PIM163,PIM010,PIM025,PIM164
CEP95,27.24,34.42,85.11,29.19,,60.74,132.2,30.28,61.52,76.78,298.05,100.73,117.22,30.4,11.89,288.89
CEP97,1.65,4.24,12.3,7.5,,19.08,17.89,4.58,13.89,13.18,31,17.19,10.31,6.62,9.31,67.27
CEPT1,47.94,53.08,26.12,21.83,,44.29,44.79,34.19,19.43,35.25,40.92,21.4,52.89,16.29,23.57,59.03
CER1,0.11,0,4.55,0,,11.81,6,0,1.14,0,0,3.3,0,0,0,1.51
CERCAM,57.73,23.7,17.6,16.99,,31.38,23.24,23.28,28.6,142.05,65.29,1.87,14.93,126.6,83.93,7.83
CERK,14.82,13.44,2.5,19.47,,1.65,2.29,30.05,2.59,1.81,3.3,1.08,4.66,111.19,27.15,5.15
CERKL,0.03,0,1.41,0.14,,2.08,0.6,0,0.49,0.06,0.06,1.6,0.12,1.13,0,33.52
CERS1,3.25,0.02,0.66,0.05,,0.99,0.14,10.06,0.18,0.32,0.42,0.6,0.31,6.13,11.32,4.17
CERS2,142.77,110.01,285.49,255.37,,125.04,197.99,207.26,97.27,134.03,144.46,102.2,115.94,272.61,91.35,141.01
CERS3,0,0,0.73,0.02,,0.21,0.81,0.83,0.18,0.13,0,0.37,0,0.14,0.06,0.35
CERS4,61.18,45.16,29.41,25.39,,3.64,3.89,76.86,37.77,18.4,5.4,2.93,2.72,74.15,18.66,9.19
CERS5,32.5,19.37,25.31,13.45,,33.64,42.52,11.14,29,48.46,27.6,45.09,12.72,23.16,19.25,78.74
CERS6,15.28,25.7,16.49,33.77,,17.79,47.25,12.94,17.76,42.29,0.33,30.77,26.39,29.89,17.46,79.09
CES1,0.02,0,2.35,0,,5.96,3.4,0.24,0.8,103.6,5.14,5.54,0.05,0.1,0.73,1.94
CES2,9.04,25.49,5.77,12.49,,8.58,5.65,33.82,7.45,17.83,5.68,2.9,3.23,28.44,50.2,10.89
CES3,0.46,0.5,2.55,0.17,,2.45,0.17,69.64,22.4,20.47,0.28,0.31,0.05,0.26,1.57,3.3
CES4A,1.43,4.08,1.76,1.38,,1.44,1.85,4.22,1.37,10.64,0.57,0.48,2.03,0.55,30.08,4.13
CES5A,0,0,1.17,0.03,,2.81,1.64,0,0.39,1.62,0,3.28,0,0.05,0,1.15
CETN1,0,0,2.17,0,,4.49,3.06,0,1.43,0,0,2.15,0,0,0,0.09
CETN2,229.22,122.33,230.64,51.94,,126.86,160.61,35.09,93.76,448.14,257.46,97.1,148.19,95.89,113.87,181.46
CETN3,13.76,53.44,43.58,14.87,,30.67,37.47,9.16,26.34,51.61,34.29,35.69,175.28,8.83,11.43,31.56
CETP,0,0.04,0.17,0,,0.19,0.06,0,0.04,0,0,0.12,0,0,0,0
CFAP100,0,0,0.24,0,,0.54,0.24,0,0.05,0.05,0,0.09,0.19,0,0,0.3
CFAP126,0.72,0,44.25,0,,36.83,22.73,0,7.87,13.51,5.22,22.58,10,0,0,26.17
CFAP157,0.19,0.21,0.98,0.12,,0.52,0.72,0,0.56,1.48,0.63,0.45,0.18,0,0,0.92
CFAP161,0,0,0.75,0.14,,0.56,0.84,0.08,2.83,0,0.94,2.01,0,0.32,0.6,4.06
CFAP20,47.26,205.34,107.33,61.34,,119.08,127.86,38.6,98.45,161.11,132.45,225.95,101.26,106.98,56.39,160.69
CFAP206,1.96,1.14,22.2,0.53,,4.97,6.25,0.38,1.66,14.82,26.26,12.45,0.49,2.16,1.16,13.27
CFAP221,0.06,0,0.96,0.12,,1.17,1.02,0,0.19,1.15,0.07,1.15,0.1,0.87,0,10.12
CFAP36,57.91,41.66,64.62,24.54,,59.91,116.49,14.74,159.08,228.59,166.73,134.93,265.11,32.96,39.02,166.28
CFAP43,0.19,0.64,2.61,0.13,,3.2,1.07,0.04,7.34,3.21,0.62,1.73,0.85,0.09,0.04,18.59
CFAP44,1,2.02,14.46,1.55,,14.77,16.82,5.53,15.94,24.41,22.91,21.09,15.43,1.02,3.18,25.85
CFAP45,3.22,0.78,14.32,1.15,,13.62,5.15,1.1,3.28,10.94,19.65,4.19,1.74,2.17,0.13,28.98
CFAP46,0,0,0.14,0,,0.45,0.08,0,0.07,0,0,0.24,0.01,0,0.15,0.09
CFAP47,0.02,0.01,5.33,0.01,,20.08,10.38,1.43,1.03,9.73,4.23,18.73,0.72,2.04,0.77,33.51
CFAP52,0,0.03,0.58,0,,0.14,0.51,0,0.55,0.26,0.83,0.23,0.86,0.2,0,0.39
CFAP53,0.75,1.09,11.69,1.61,,7.75,8.28,0.13,6.08,18.31,2.31,12.01,4.73,1.08,0.5,3.82
CFAP54,0.02,0.01,0.87,0.02,,1.63,0.83,0.01,0.33,0.36,0.02,0.89,0.05,0.06,0.12,7.65
CFAP57,0.08,0.08,3.66,0.18,,11.66,1.72,0.08,0.95,4.24,0.96,3.15,0.21,0.02,0.07,14.8
CFAP58,0.58,1.97,4.22,0.89,,5.39,2.35,0,7.61,2.46,2.35,1.24,0.59,0.8,0.1,16.51
CFAP61,0,0,1.73,0.15,,2.85,0.86,0.06,1.11,0.32,0.11,1,0,0,0.06,7.86
CFAP65,0.03,0.04,1.9,0,,2.71,1.6,0.9,1.28,0.54,0.16,4.59,1.22,1.07,0.17,8.49
CFAP69,0.4,0.61,3.18,0.83,,10.92,2.69,0.33,4.5,10.43,17.92,2.7,0.83,0.49,0.67,7.74
CFAP70,0.07,1.21,4.78,0.29,,2.44,1.8,1.47,0.86,23.22,0.5,5.33,2.19,1.91,2.6,12.3
CFAP73,0.11,0.21,33.75,6.07,,14.16,31.4,0.83,25.97,32.81,16.29,16.35,8.9,0.34,1.4,16.02
CFAP74,0,0,0.04,0,,0,0.34,0,0.03,0.09,0,0.06,0,0.05,0.02,0.76
CFAP77,0,0,0.6,0,,4.81,1.79,0,0.71,0,0,1.06,0,0.06,0,0.55
CFAP97,18.04,33.02,37.97,23.21,,53.89,34.3,11.54,32.17,47.11,40.79,71.63,17.96,22.59,43.37,53.09
CFAP99,0,0.11,0.18,0,,0,0.04,0,0.09,0.34,0,0.13,0,0,0,0.51
CFB,1.17,95.07,3.56,6.07,,59.52,212.01,4.05,5.5,273.57,10.89,0.91,5.27,10.52,139.96,2.33
CFC1,0,0,1.05,0,,2.75,1.52,0,7.52,0,0,3.2,0,0,0,30.34
CFC1B,0,0,2.09,0,,3.29,1.05,0,0.34,0,0.1,0.74,0.18,0,0,201.06
CFD,0,0.58,1.36,0,,0.82,0.58,7.61,2.33,262.42,0.2,3.93,0.95,0.1,1.78,0.6
CFDP1,223,304.06,206.96,25.17,,294.69,169.14,41.88,310.67,446.12,355.77,118.79,786.04,83.41,66.55,455.27
CFH,0.09,0,5.6,0,,6.33,3.09,0,1.13,7.53,0.17,2.96,0,0.07,0.06,0.37
CFHR1,0,0,0,0,,1.51,2.75,0,1.44,0,0.42,2.15,0.24,0,0,0.86
CFHR2,0,0,5.6,0,,3.28,2.83,0,0.78,0,0,1.34,0,0,0,0
CFHR3,0,0,0.55,0,,0,1.4,0,1.97,0.82,1.61,3.49,7.44,0,0,0.11
CFHR4,0,0,3.97,0,,8.19,2.35,0,1.22,0,8.86,1.44,0,0,0,0
CFHR5,0,0,2.76,0,,2.55,0.7,0,0.71,0,0,0.9,0,0,0,0.11
CFI,0.09,0,2.66,0.06,,9.08,6.28,0,0.95,0.28,1.25,3.46,0,0,0.61,0.28
CFL1,1483.09,1711.28,181.68,1011.72,,267.84,268.12,1439.55,642.83,236.3,205.17,238.44,257.24,662.05,1664.54,125.84
CFL2,26.34,0.77,18.98,15.4,,57.09,51.19,1.53,14.06,7.05,70.94,16.27,180.21,13.77,17.39,67.62
CFLAR,41.26,56.47,67.09,22.35,,131.26,133.09,82.11,95.99,107.36,144.19,150.43,86.93,55.11,22.66,60.44
CFP,0.13,0.27,0.9,0.05,,1.64,0.6,0.23,1.81,0,1.19,2.27,2.93,0.76,0.07,0.8
CFTR,0.37,0.02,2.1,0.01,,4.29,1.98,0.17,0.74,3.15,0,2.29,0.06,0,0.03,0
CGA,0,0,0.82,0,,0.45,0.77,0,0.35,430.43,0.49,0.75,0,0,0,432.49
CGB1,0,0,2.88,0,,7.28,6.37,0,2.81,0,0,3.01,0.16,0.19,0,23.16
CGB2,0,0,1.04,0,,24.83,5.11,0,1.89,0,0.67,6.32,0,0,0,21.48
CGB3,0,0,0,0,,0,1.32,0,1.06,0,0,2.36,0,0,0.55,2.02
CGB5,0,0,2.85,0,,7.46,1.55,0,2.71,0,0,0,0,0,1.55,2.54
CGB7,0.19,0,0.55,0.09,,2.53,0.17,0,0.13,10.07,0,1.03,0.63,1.43,0,0.87
CGB8,0.12,0,0,0,,0,4.58,0,0,0,0,6.83,0,0,0,0
CGGBP1,48.79,28.93,77.03,46.39,,83.75,130.41,15.99,34.43,54.58,130.45,97.94,97.36,47.22,22.62,98.89
CGN,43.51,17.97,43.44,37.26,,38.3,18.29,5.75,9.58,24.16,27.17,15.9,8.43,67.37,25.87,56.36
CGNL1,2.72,13.58,7.3,30.78,,20.46,10.58,63.17,33.2,36.56,14.04,3.82,5.44,18.17,9.24,22.17
CGREF1,11.98,1.76,18.93,17.81,,14.13,15.88,20.42,1.18,7.38,0.78,12.09,2.32,3.43,48.3,21.62
CGRRF1,54.19,14.57,7.84,4.12,,16.48,6.88,6.54,9.65,18.55,39.46,7.29,22.72,5.63,9.97,13.85
CH25H,0.82,0.05,0.78,0.22,,2.15,1.17,0,0.88,0,0,0.69,0.23,0.38,0.44,1.42
CHAC1,11.28,7.69,1.21,1.07,,3.57,3.16,8.42,3.48,1.3,1.1,0.79,0.47,14.49,2.04,4.9
CHAC2,7.52,7.05,7.49,9.25,,17.27,20.9,5.04,26.81,9.79,38.72,17.5,14.9,2.21,7.99,34.01
CHAD,0.24,0.04,5.83,0.3,,0.85,0.97,1.54,138.22,8.27,1.18,1.74,0.3,5.88,1.09,0.19
CHADL,1.54,0.87,1.13,1.48,,1.1,1.38,5.33,3.02,1.17,0.72,1.23,2.06,41.19,4.11,0.79
CHAF1A,16.04,21.13,33.89,32.81,,22.6,45.07,21.43,21.94,31.74,30.38,22.8,29.15,37.56,21.94,172.06
CHAF1B,6.87,34.87,44.98,86.72,,22.24,113.46,15.28,26.95,27.78,37.74,66.79,52.66,52.01,19.86,54.72
CHAMP1,7.14,17.37,35.56,26.68,,36.79,68.87,8.98,34.82,32.21,58.19,28.12,61.66,48.21,18.66,74.04
CHAT,0,0,0.78,0,,1.74,1.48,0,0.19,0,0,0.68,0,0.37,0,8.23
CHCHD1,57.24,152.52,65.15,44.77,,70.11,44.52,44.04,55.57,47.21,30.18,24.86,142.72,59.05,48.52,52.9
CHCHD10,160.01,180.93,63.36,301.9,,47.93,32.9,582.56,64.89,78.81,49.33,15.23,167.74,102.98,322.64,111
CHCHD2,619.66,824.09,714.32,493.8,,681.71,474.9,509.4,1519.41,808.69,297.42,470.94,1223.25,463.37,545.45,605.71
CHCHD3,186.08,166.54,81,95.06,,136.36,158.21,81.47,51.81,79.56,151.44,99.66,180.75,85.27,110.55,103.65
CHCHD4,49.5,27.68,22.98,49.72,,19.82,16.05,48.82,10.93,34.63,13.45,25.32,17.1,24.69,23.71,6.78
CHCHD5,9.68,39.12,45.52,30.46,,30.31,14.99,43.15,47.85,110.47,13.24,21.85,123.74,33.37,20.28,70.38
CHCHD6,17.3,17.03,23.2,28.42,,14.68,15.71,3.9,12.35,26.61,6.43,7.78,20.83,11.57,18.4,24.44
CHCHD7,10.55,21.36,31.65,18,,30.23,27.5,15.83,74.7,53.86,33.42,15.24,57.26,410.15,18.24,17.3
CHD1,3.31,15.59,48.81,24.29,,63.17,88,10.21,36.77,57.14,83.88,104.53,39.07,20.02,13.68,98.2
CHD1L,10.47,30.82,179.31,35.8,,120.67,157.73,41.15,73.39,86.6,87.01,87.2,148.06,24.42,38.11,172.4
CHD2,13.49,18.15,111.65,25.23,,151.69,247.86,33.83,135.17,174.41,214.23,137.89,154.53,31.07,51.77,239.3
CHD3,35.27,48.57,95.21,97.05,,121.91,48.32,41.38,68.78,101.08,172.22,59.87,30.91,99.8,80.74,51.62
CHD4,54.23,59.79,96.41,138.03,,166.25,206.3,124.09,176.92,130.78,203.15,195.45,204.5,232.87,96.78,216.61
CHD5,0.01,0.04,0.22,0.01,,0.63,0.8,0.05,0.21,0.6,0.13,0.34,0.03,14.03,0.13,5.67
CHD6,6.61,3.35,35.14,10.39,,54.25,38.8,15.88,61,97.99,112.13,64.61,60.34,20.54,51.52,152.39
CHD7,1.4,6.65,93.94,42.31,,61.35,132.95,18.25,92.48,68.68,144.37,65.95,30.61,35.88,21.19,195.93
CHD8,23.4,19.44,45.39,30.64,,87.07,94.75,59.11,92.28,56.48,154.25,49.53,62.88,33.62,44.31,166.15
CHD9,6.35,19.87,67.72,10.09,,53.23,52.03,14.46,70.59,131.06,93.01,140.09,59.95,36.54,33.88,94.81
CHDH,9.86,17.46,2.4,104.54,,3.54,2.17,23.78,2.32,6.14,6.05,1.83,0.76,20.07,46.36,0.93
CHEK1,36.14,52.6,12.08,29.55,,36.45,24.47,37.52,18.16,14.35,111.04,23.33,41.79,34.83,46.24,34.06
CHEK2,34.06,15.24,51.28,14.45,,37.04,50.56,28.98,83.64,19.51,126.68,56.17,74.21,30.8,22.15,66.08
CHERP,31.24,24.15,24.25,162.35,,16.71,21.65,75.86,14.19,28.43,21.54,7.8,3.84,140.98,55.4,32.43
CHFR,7.31,16.66,23.83,19.12,,21.85,33.34,14.72,34.3,34.67,20.29,13.66,35.39,38.97,11.93,40.39
CHGA,0,0,0.25,0,,1.25,0.5,0.18,0.18,0,0.6,0.09,0.58,0.26,0.28,1045.99
CHGB,0,0,4.14,0,,5.57,2.26,0,1.44,0,0.88,2.87,0.44,0.25,0.25,1510.11
CHI3L1,97.49,175.04,107.1,29.42,,27.03,162.01,62.18,2.54,1.15,0.62,19.17,39.94,56.43,4492.06,0.94
CHI3L2,195.34,269.52,27.1,239.85,,84.93,101.94,21.29,0.92,95.96,3.13,3.9,56.93,43.82,274.8,0.9
CHIA,0,0,0.68,0,,2,1.46,0.33,0.22,0,0,0.8,0,0,0.1,0.14
CHIC1,1.96,0,6.49,1.55,,5.23,7.39,0.02,0.69,3.91,5.03,7.58,2.84,2.95,3.51,10.81
CHIC2,62.33,46.1,111.63,29.04,,76.43,35.83,18.84,47.86,32.42,50.25,67.04,38.14,20.19,15.93,41.42
CHID1,21.28,13.91,61.3,25.44,,80.36,57.98,46.28,71.66,42.52,16.91,61.37,50.92,78.6,47.63,57.83
CHIT1,0,0,0.9,0,,0.65,1.27,0,0.19,0,0,0.52,0,0.63,0.05,0
CHKA,21.64,37.64,31.43,24,,84.7,39.62,88.13,96.29,55.29,122.88,11.85,10.35,30.86,39.06,29.29
CHKB,26.71,25.39,29.77,16.85,,29.81,29.23,49.77,60.44,38.63,55.68,23.12,24.79,33.78,27.57,73.73
CHL1,0,0,15.49,0.03,,8.45,0.2,0.05,0.31,6.77,0.08,1.1,0.01,0,0.25,0.28
CHM,4.66,11.44,20.23,4.66,,21.61,16.13,4.66,27.27,39.74,29.51,14.27,6.88,10.71,11.12,86.63
CHML,45.23,19.49,22.63,40.09,,15.51,30.55,23.57,8.39,6.72,45.61,22.24,21.55,19.61,8.51,23.11
CHMP1A,102.1,209.5,7.35,94.5,,4.2,4.57,82.94,14.5,22.24,6.18,2.17,6.94,121.23,105.62,8.7
CHMP1B,130.03,76.95,51.12,62.93,,54.67,53.95,39.46,95.94,40.37,168.84,71,71.69,32.46,40.77,81.01
CHMP2A,264.66,271.97,312.34,39.8,,300.25,177.09,140.58,522.85,494.05,155.45,282.97,334.68,92.54,186.29,352.1
CHMP2B,91.68,61.49,54.86,33.92,,34.52,111.54,13.65,57.83,48.16,72.21,65,78.34,40.42,16.84,26.54
CHMP3,127.68,121.54,32.64,74.27,,23.4,41.14,89.21,98.57,103.29,38.29,27.66,83.35,69.86,89.89,15.01
CHMP4A,86.74,57.31,48.41,26.26,,70.44,56.57,75,9.14,67.86,98.39,29.96,140.96,17.72,43.86,105.29
CHMP4B,189.29,213.27,97.58,122.96,,115.31,79.19,149.56,108.32,227.92,199.55,61.26,78.79,89.26,123.33,76.12
CHMP4C,95.22,82.41,67.71,83,,69.83,86.56,77.22,46.16,46.83,68.43,62.84,32.44,38.33,68.52,18.66
CHMP5,132.92,75.81,67.67,21.24,,46.2,80.27,19.75,217.92,108,71.86,59.79,115.2,30.9,23.04,46.3
CHMP6,13.34,13.47,2.9,14.76,,1.92,1.41,25.48,0.75,4.99,0.95,0.78,1.34,8.74,35.92,4.3
CHMP7,16.15,32.36,21.03,12.57,,20.43,26.71,23.62,7.74,44.23,10.52,7.18,5.89,17.46,40.05,33.98
CHN1,0.98,21.77,2.37,16.49,,14.23,15.53,0.63,32.68,16.95,0.04,5.64,5.41,7.01,2.15,60.18
CHN2,0.04,0.94,3.15,0.03,,2.91,3.13,12.61,3.2,4.04,2.74,2.93,15.11,0.46,0.44,263.66
CHODL,20.15,6.13,4.87,10.1,,37.46,33.92,0.39,0.26,11.04,383.8,39.69,20.77,17.6,7.08,2.03
CHORDC1,18.75,83.21,48.68,9.18,,33.26,92.17,63.89,42.43,12.26,54.76,56.13,28.06,21,14.95,29.53
CHP1,65.75,70.4,72.62,89.02,,121,128.94,150.79,259.23,180.05,157.5,76.16,153.72,49.9,40.35,79.98
CHP2,0,0,0.84,0.98,,1.65,0.67,0,0.09,0.09,0,5.47,0,0,0.05,0
CHPF,72.92,158.06,46.48,19.68,,18.72,49.05,206.99,61.52,129.44,38.71,29.85,46.33,619.88,74.78,30.2
CHPF2,42.9,31.22,15.46,26.01,,27.73,33.23,25.4,5.3,32.81,19.75,3.54,4.36,52.8,125.21,20.7
CHPT1,22.36,77.33,7.97,59.18,,23.86,138.47,30.19,95.73,22.36,137.25,65.5,35.51,65.83,48.84,15.11
CHRAC1,63.66,50.31,10.04,91.8,,14.07,29.3,74.84,14.31,13.56,36.7,6.78,2.56,23.36,35.03,11.08
CHRD,0.12,0,0.66,0.23,,1.8,0.75,0.13,0.09,0.6,1.02,0.45,0,0.35,1.25,37.06
CHRDL1,0.91,0.21,3.31,6.8,,6.77,12.54,1.07,0.44,0.41,0.03,1.68,0,0.57,3.71,3.9
CHRDL2,0,0,2.02,0,,14.03,3.16,159.01,2.34,1.44,0.35,1.81,0,34.82,479.68,2.59
CHRFAM7A,0.18,0.06,1.23,1.24,,4.66,22.55,0,2.07,0.11,1.23,9.21,0.19,0.61,0.43,10.6
CHRM1,21.16,0.67,3.16,24.99,,3.93,0.91,21.83,2.52,2.49,3.1,2.72,1.87,8.24,46.11,0
CHRM2,0,0,5.16,0,,22.1,5.24,0.3,1.96,0,7.72,5.53,2.98,0.04,0,12.37
CHRM3,2.52,0.1,21.64,1.41,,16.62,8.41,25.04,3.16,0.23,23.83,29.77,2.79,3.03,10.01,32.9
CHRM4,0.02,0.07,0.14,0,,1.74,1.71,0.47,0.21,0,0,0.71,0,1.26,0.13,1.82
CHRM5,0.06,0.02,1.14,0,,4.18,1.84,0.04,1.35,0.03,0.23,2.16,0.03,0.12,0.07,0.1
CHRNA1,0,0,1.29,0,,2.16,0.65,0,0.49,1.11,0,2.02,0.35,0.05,0,0.95
CHRNA10,0.6,1.15,0.7,0.83,,2.88,1.2,0.31,0.66,0.86,0.82,1.58,0.25,1.38,0.88,3.52
CHRNA2,0,0,0.15,0,,0.81,0.56,0,0.07,0,0,0.32,0,0,0,0.07
CHRNA3,0.02,0.14,1.84,0,,3.38,4.28,0,3.44,0.39,2.52,5.36,1.79,0.05,0.13,184.77
CHRNA4,0,0,0.28,0,,1.87,0.73,0.02,0.26,0,0,0.61,0,0,0,0.08
CHRNA5,8.34,6.64,7.25,17.42,,6.5,7.6,5.37,8.36,11.12,11.23,4.18,14.83,8.3,7.69,13.44
CHRNA6,0,0,2.15,0,,2.64,0.97,0.05,0.25,0,0,1.68,0,0,0,0
CHRNA7,0,0,3.29,2.17,,6.82,18.86,1.84,2.19,0.03,0.53,9.85,1.52,1.09,1.71,0.43
CHRNA9,0.02,0,1.83,0,,1.98,0.44,0,0.5,0,0.04,1.5,0,0.3,0.15,0
CHRNB1,11.87,18.01,11.11,2.05,,21.04,10,3.42,5.24,28.68,1.79,1.28,2.47,2.14,7.79,16.89
CHRNB2,0.03,0.03,3.24,0.07,,2.92,2.56,0.24,0.57,0.12,0.15,1.21,0,4.31,0.48,19.98
CHRNB3,0,0,2.47,0,,2.58,1.54,0,0.07,0,0,1.33,0,0,0,0
CHRNB4,0.03,0.05,2.61,0,,0.92,2.56,0.09,5.69,1.8,0.04,2.36,0,0.2,0.54,30.92
CHRND,0,0,0.04,0,,0.28,0.42,0,0.23,0,0,0.27,0.03,0,0,0
CHRNE,0.79,0.29,1.49,0.72,,0.37,0.19,0.82,0.33,0.53,0.09,0.05,0.04,0.31,0.23,0.2
CHRNG,0,0,0.29,0.03,,0.26,0.12,0,0.26,0,0,0.49,0,0,0,0.28
CHST1,10.17,0.01,4.13,0.27,,12.94,1.59,3.06,57.45,6.39,0.08,0.77,0.61,42.33,1.82,0.64
CHST10,6.14,1.3,6.38,6.09,,3.4,8.38,12.41,0.46,11.47,1.06,3.46,15.3,16.29,12.93,52.23
CHST11,0.61,0.98,1,0.46,,2.2,6.42,0.22,0.46,32.4,0.05,4.17,0.31,14.04,6.08,12.06
CHST12,7.73,18.46,5.31,8.82,,8.89,11.33,19.81,10.53,23.46,6.01,3.43,24.93,14.4,22.86,21.84
CHST13,0.02,0,0.36,0.08,,2.26,1.11,0.28,0.12,0,0,0.46,0.06,0,0.77,0.35
CHST14,17.96,24.83,13.87,23.84,,23.64,18.99,17.44,22.26,14.99,47.59,9.12,4.74,33.75,17.77,37.54
CHST15,3.18,16.77,2.21,0.04,,15.31,12.24,0.69,0.78,16.65,3.53,13.61,2.25,5.03,5.08,0.09
CHST2,2.45,4.22,0.56,1.26,,4.01,2.11,23.99,0.43,0.17,0.05,0.94,15.36,29.2,10.55,0.07
CHST3,1.94,37.01,0.96,22.94,,2.49,1.59,30.87,0.45,0.17,0.78,1.47,0.24,112.67,85.15,0.11
CHST4,0,8.17,9.26,17.62,,4.93,4.35,0.45,1.07,0.93,0.05,4.16,1.69,0.23,0.16,0.51
CHST5,0.37,0.09,0.91,0.06,,2.88,0.78,0,0.55,0.16,0,0.75,0,4.04,0.57,0.37
CHST6,1.33,0.08,0.26,3.24,,0.66,0.42,6.33,0.11,0.17,0.65,0.23,0.51,48.98,5.43,0.13
CHST7,0.8,2.09,2.78,0.66,,5.77,5.1,0.14,1.01,3.61,2.54,3.71,2.31,2.53,2.2,8.18
CHST8,0.02,0.41,0.42,0,,1.46,1.55,0,0.34,0.24,0,0.93,0,3.12,0,4.14
CHST9,56.35,0.34,6.26,16.07,,68.23,1.47,5.62,7.08,2.29,90.53,4.72,0.89,0,0.15,41.2
CHSY1,14.62,30.66,137.88,36.8,,85.64,72.22,160.27,32.97,24.88,83.17,33.18,46.45,62.95,110.73,47.54
CHSY3,0.08,0.38,1.26,1.55,,5.26,1.26,0.23,0.88,0.4,0.03,4.78,4.32,4.03,2.5,2.88
CHTF18,13.07,15.28,17.62,15.57,,15.54,10.65,19.96,22.36,31.21,23.26,7.8,30.52,63.84,26.19,51.89
CHTF8,59.63,114.85,36.86,123.57,,35.85,50.94,108.55,34.52,67.15,50.5,29.7,18.86,99.21,76.7,53.59
CHTOP,74.59,64.42,468.34,103.52,,273.41,384.85,26.97,197.74,126.81,141.73,306.06,239.41,68.92,46.43,226.09
CHUK,14.76,28.25,38.03,15.61,,27.04,21.86,6.96,27.36,42.75,37.59,26.73,51.6,13.72,10.42,40.62
CHURC1,56.89,27.29,13.22,13.8,,9.57,8.18,19.18,11.58,11.59,9.74,6.67,19.78,12.9,34.36,6.56
CHURC1-FNTB,5.07,16.54,5.49,5.25,,17.04,10.04,2.35,14.64,19.05,21.96,5.67,20.81,4.34,2.12,9.73
CIAO1,45.5,65.75,18.49,41.46,,24.56,26.43,73.96,22.9,48.5,14.73,14.47,13.09,37.49,31.7,36.66
CIAPIN1,30.47,121.5,10.63,34.38,,8.2,12.7,52.21,14.38,27.81,13.58,8.78,13.7,54.25,43.8,26.29
CIART,6.34,20.56,89.73,23.22,,95.89,25.25,10.73,5.88,32.2,180.3,39.89,92.86,28.4,26.49,75.91
CIB1,115.38,130.72,76.09,156.08,,49.27,59.96,63.68,91.36,174.34,26.32,10.42,52.71,131.86,82.89,21.15
CIB2,2.72,11.44,5.62,42.79,,19.86,19.84,9.83,7.91,23.33,13.29,5.09,4.64,25.83,66.72,67.52
CIB3,0.14,0,0.92,0.13,,0,1.85,0,0.22,0,0.24,1.5,4.84,0,0.2,0
CIB4,0.06,0,0,0,,0,0.92,0,0.48,0.95,0,0.28,0.15,1.25,0,1.65
CIC,11.91,24.97,8.41,30.04,,9.64,7.86,26.49,10.11,15.47,8.64,6.14,13.71,188.04,85.46,22.64
CIDEA,0.54,0,0,0,,5.02,0.46,0,0.4,0,0,0.61,0,0,0.73,0
CIDEB,17.62,8.67,14.88,29.38,,68.16,36.62,19.01,16.91,3.48,45.97,10.68,4.29,12.85,19.94,173
CIDEC,0,0,0.95,0.23,,0.6,0.45,0.11,0.17,0.33,0,2.2,0,0.11,0.62,0.98
CIITA,0.02,0.26,0.51,0.28,,1.98,1.08,0,0.29,1.58,1.76,1,0,0.36,0.62,0.48
CILP,0.01,0.1,0.27,0.01,,1.58,1.25,0.13,0.47,0.22,0.02,0.96,0.02,0.08,0.29,0.7
CILP2,0.74,0.33,0.58,0.22,,5.44,1.23,1.77,0.46,2.45,0.28,1.4,0.43,19.65,17.65,0.04
CINP,19.12,47.94,25.42,65.82,,10.92,20.03,36.37,30.84,51.11,27.34,7.23,24.96,30.83,56.95,6.68
CIPC,20.65,22.42,5.48,28.93,,8.55,7,22.35,5.42,9.48,17.1,4.06,27.13,44.18,59.26,9.24
CIR1,40.71,41.4,93.61,38.05,,103.84,107.37,27.39,96.55,266.44,148.86,231.49,99.49,28.94,14.31,218.53
CIRBP,217.61,120.77,254.74,111.73,,106.29,72.92,105.73,155.87,348.11,57.48,111.73,110.53,102,165.69,335.59
CISD1,33.06,55.58,31.33,21.51,,35.5,52.2,30.51,36.32,22.69,27.95,35.82,52.52,11.44,13.16,126
CISD2,20.51,12.2,10.18,16.12,,11.17,12.52,5.66,7.37,27.24,13.97,11.99,20.48,5.9,11.84,12.95
CISD3,28.67,14.5,20.76,11.08,,7.85,15.58,27.01,17.81,24.29,3.44,7.21,14.74,6,11.54,9.22
CISH,3.08,21.39,4.75,15.32,,1.37,2.25,2,5.04,34.03,5.21,1.03,0.42,3.95,2.24,1.4
CIT,4.02,5.35,13.27,16.33,,44.09,42.56,7.14,17.73,20.74,47.76,22.1,39.34,44.42,10.32,101.67
CITED1,0.11,0.42,9.84,0.52,,2.79,1.34,0.71,3.21,246.99,1.3,5.27,6.42,0.14,0.33,39.81
CITED2,108.49,75.79,12.9,63.78,,50.9,68.53,429.44,68.83,217.31,141.8,28.67,109.44,86.76,20.77,19.32
CITED4,136.71,132.64,59.64,105.53,,141.83,23.47,100.51,62.76,8.43,39.74,9.95,54.31,205.38,298.91,6.74
CIZ1,61.25,60.51,123.61,76.24,,70.29,105.77,75.21,84.07,136.86,136.76,40.73,70.08,84.14,86.72,152.96
CKAP2,37.98,50.15,226.27,91.17,,279.63,249.34,32.3,219.48,153.9,400.14,226.89,227.19,45.47,30.23,261.85
