Sample,Type,PIM046_A3,PIM056_A3,185_057_X0_P3,185_026_X0_P3,185_037_X0_P3,185_071_X0_P3,185_002_X0_P3,185_049_X0_P3,185_128_X0_P3,185_129_X0_P3
Trial_ID,Meta,185,185,185,185,185,185,185,185,185,185
Patient_ID,Meta,32,40,57,26,37,71,2,49,128,129
TimePoint,Meta,Pre,Pre,Pre,Pre,Pre,Pre,Pre,Pre,Pre,Pre
Passage,Meta,P3,P3,P3,P3,P3,P3,P3,P3,P3,P3
Source,Meta,PDX,PDX,PDX,PDX,PDX,PDX,PDX,PDX,PDX,PDX
Have_RNA_seq,Meta,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PIM_ID,Meta,PIM046,PIM056,PIM077,PIM040,PIM053,PIM091,PIM010,PIM068,PIM163,PIM164
RCB_status,Meta,RCB-II,RCB-III,RCB-II,RCB-II,RCB-I,RCB-III,RCB-II,pCR,RCB-III,RCB-I
VB_Subtype,Meta,BL2,BL2,BL2,LAR,LAR,LAR,M,M,M,UNS
ACLY,Exp,17746,10632,6148,5765,22078,3419,5749,6203,3393,7032
ACMSD,Exp,0,0,1,3,398,333,0,390,1024,624
ACO1,Exp,1482,1577,644,785,10642,3002,1073,1465,3014,1055
ACO2,Exp,6808,4864,2904,9855,2163,299,8285,588,1379,901
ACOD1,Exp,0,0,0,0,209,299,0,286,752,580
ACOT1,Exp,564,418,57,128,138,248,342,146,312,39
ACOT11,Exp,31,21,109,29,181,403,1443,247,1188,545
ACOT12,Exp,1,0,0,0,274,755,4,175,1111,212
ACOT13,Exp,1519,1754,230,353,13414,820,537,2191,847,4467
ACOT2,Exp,782,742,242,320,1178,256,620,153,643,207
ACOT4,Exp,120,114,148,27,911,105,111,67,391,93
ACOT6,Exp,0,0,0,0,78,50,1,32,207,35
ACOT7,Exp,344,1552,915,181,4936,378,756,223,833,775
ACOT8,Exp,545,462,558,571,697,207,250,87,707,340
ACOT9,Exp,1439,2894,213,312,4641,704,935,1748,1231,504
ACOX1,Exp,3875,2531,1088,2368,9887,1768,2599,2064,2759,1729
ACOX2,Exp,7,17,44,5,156,365,359,115,1479,216
ACOX3,Exp,708,325,219,265,1182,310,920,205,767,464
ACOXL,Exp,4,0,1,1,457,571,5,540,1519,820
ACP1,Exp,10084,4129,1285,1476,5204,827,2647,2189,1805,2134
ACP2,Exp,2343,726,1042,1162,754,452,608,113,890,575
ACP4,Exp,0,0,0,0,148,208,1,104,662,185
ACP5,Exp,185,0,241,158,87,96,7,35,417,66
ACP6,Exp,649,598,513,357,6537,732,204,933,1418,697
ACP7,Exp,20,100,4,0,132,136,126,99,605,172
ACPP,Exp,25,1,37,207,216,881,21,4399,1071,940
ACR,Exp,26,1,6,27,107,135,8,93,584,94
ACRBP,Exp,25,15,24,88,321,315,102,368,939,351
ACRV1,Exp,13,9,0,3,211,233,26,328,261,235
ACSBG1,Exp,8,0,45,57,620,290,32,212,1194,256
ACSBG2,Exp,0,0,0,0,458,657,0,502,1577,979
ACSF2,Exp,522,738,51,295,1098,418,1614,392,1020,543
ACSF3,Exp,409,614,473,387,958,420,820,150,964,390
ACSL1,Exp,4870,8933,759,4125,32394,3601,2519,2087,3609,1645
ACSL3,Exp,14051,15194,1563,3999,7881,1871,1678,11414,2923,2158
ACSL4,Exp,713,4183,1305,312,1507,1262,778,1736,1846,2441
ACSL5,Exp,636,174,369,61,6269,1255,1,475,1957,772
ACSL6,Exp,2,2609,30,24,286,1353,171,534,1850,1499
ACSM1,Exp,148,7,7,16,802,1884,29,1879,1666,994
ACSM2A,Exp,0,0,0,1,916,2113,0,1210,1923,979
ACSM2B,Exp,0,0,0,0,858,1987,0,1279,2098,821
ACSM3,Exp,388,2,137,130,347,660,389,649,839,479
ACSM4,Exp,0,0,0,0,331,1104,0,1218,1416,796
ACSM5,Exp,0,0,0,0,577,1676,0,1049,1755,1270
ACSM6,Exp,0,0,0,0,428,421,0,447,1049,441
ACSS1,Exp,3426,104,949,1933,923,371,1040,340,1456,313
ACSS2,Exp,3247,2335,2371,1805,1534,2416,1395,958,2558,1853
ACSS3,Exp,71,2,0,285,5254,1354,0,497,1159,939
ACTA1,Exp,356,5,4,5,65,20,13,804,666,159
ACTA2,Exp,14428,616,5,2,1623,429,1855,6452,648,471
ACTB,Exp,188955,255473,103888,74358,408153,35615,103569,67214,12775,18875
ACTBL2,Exp,0,3,0,8,79,107,2,34,126,45
ACTC1,Exp,2,2,0,0,247,150,0,84,506,315
ACTG1,Exp,160289,139702,53123,23748,59636,8548,55814,41686,2941,9585
ACTG2,Exp,36867,93,3891,41,575,623,857,8624,848,224
ACTL10,Exp,283,139,77,86,434,47,21,28,293,121
ACTL6A,Exp,8645,4111,2140,1688,5357,1404,2392,4449,1773,1641
ACTL6B,Exp,0,0,0,0,471,452,1,241,919,1147
ACTL7A,Exp,0,0,0,0,40,77,0,19,259,28
ACTL7B,Exp,0,0,0,0,39,93,1,29,310,31
ACTL8,Exp,1,44,5,30,46,68,0,95,293,130
ACTL9,Exp,0,0,0,0,67,115,0,55,511,160
ACTN1,Exp,24950,24516,20270,5063,17183,1240,8244,4587,3486,1559
ACTN2,Exp,27,0,12,9,848,397,6,838,3902,937
ACTN3,Exp,0,0,26,0,544,383,0,255,1765,456
ACTN4,Exp,19898,30322,19291,19788,44637,6275,42834,14338,4052,5774
ACTR10,Exp,6574,2506,508,938,3310,633,767,668,1111,505
ACTR1A,Exp,4612,6552,1756,775,13056,1237,2373,2019,1308,1110
ACTR1B,Exp,3975,3586,1904,2720,2940,375,2130,474,1748,555
ACTR2,Exp,18890,17132,5257,2830,36810,4210,5937,7399,4741,3148
ACTR3,Exp,13846,14560,3255,1833,32654,1736,5436,10040,3676,3206
ACTR3B,Exp,2521,846,361,547,3463,978,955,1196,2359,1570
ACTR3C,Exp,499,443,145,142,710,544,361,409,1461,548
ACTR5,Exp,375,202,417,404,887,1083,272,647,1641,1139
ACTR6,Exp,1404,2569,339,202,4648,739,177,1078,1593,520
ACTR8,Exp,980,520,598,197,2120,1167,633,807,1720,709
ACTRT1,Exp,0,0,0,0,144,45,0,69,180,149
ACTRT2,Exp,0,0,0,0,12,27,0,21,455,19
ACTRT3,Exp,224,62,66,15,111,69,151,80,259,109
ACVR1,Exp,2205,2580,529,367,3509,899,1281,3723,1556,1373
ACVR1B,Exp,965,748,1105,928,5663,1553,1021,2255,1544,3282
ACVR1C,Exp,32,24,8,16,664,397,26,643,1179,793
ACVR2A,Exp,547,511,471,124,6225,1366,1307,1402,1887,2691
ACVR2B,Exp,352,260,535,545,2446,1221,835,2043,3428,1895
ACVRL1,Exp,0,0,4,8,163,175,156,89,663,175
ACY1,Exp,30,32,10,6,0,0,42,1,5,0
ACY3,Exp,11,2,3,111,3515,108,18,71,304,163
ACYP1,Exp,574,366,92,83,757,121,92,321,212,535
ACYP2,Exp,504,337,98,162,1282,813,228,868,1146,430
ADA,Exp,125,491,492,109,369,373,181,266,1327,343
ADA2,Exp,18,0,27,73,181,438,589,419,1058,735
ADAD1,Exp,1,0,0,0,488,908,0,602,717,488
ADAD2,Exp,1,1,0,1,115,148,0,55,905,81
ADAL,Exp,243,273,114,278,1726,306,177,292,760,862
ADAM10,Exp,4485,2292,1209,2444,13051,3372,4138,3581,3057,2477
ADAM11,Exp,248,12,23,31,213,279,97,214,1397,423
ADAM12,Exp,1,1106,7,637,623,459,334,573,1773,877
ADAM15,Exp,15140,7133,4993,3457,8859,707,7415,487,1911,545
ADAM17,Exp,6990,3661,3005,772,10284,4334,3150,7099,7196,5397
ADAM18,Exp,0,0,0,0,354,1458,0,600,355,826
ADAM19,Exp,0,3131,159,1,492,1782,1120,1938,2449,1456
ADAM2,Exp,0,0,0,22,257,1107,0,615,530,887
ADAM20,Exp,2,1,19,17,225,162,24,141,489,102
ADAM21,Exp,0,2,6,34,240,156,0,113,398,99
ADAM22,Exp,116,136,220,11,2264,2460,139,1563,3312,2653
ADAM23,Exp,0,4,7,0,1041,1110,58,1620,2305,1830
ADAM28,Exp,13,25,3,55,816,2294,11,719,718,1422
ADAM29,Exp,0,0,0,0,183,654,1,201,525,250
ADAM30,Exp,0,0,0,0,156,283,0,271,684,393
ADAM32,Exp,14,27,13,44,538,1587,13,1682,530,1460
ADAM33,Exp,0,0,4,0,204,266,68,142,1543,312
ADAM7,Exp,0,0,0,0,375,1676,0,434,469,758
ADAM8,Exp,28,166,23,4,154,77,52,107,1184,350
ADAM9,Exp,4640,9810,636,792,8356,5762,3385,4032,973,4802
ADAMDEC1,Exp,0,0,0,0,156,656,1,200,301,366
ADAMTS1,Exp,937,1150,989,567,3343,1676,1477,1392,2980,379
ADAMTS10,Exp,1,2,0,28,232,308,5,167,1918,406
ADAMTS12,Exp,132,2,5,81,1084,5222,6,1688,7341,3967
ADAMTS13,Exp,345,162,12,96,340,538,84,186,2062,289
ADAMTS14,Exp,13,368,1,36,301,316,253,273,1945,623
ADAMTS15,Exp,94,54,96,28,169,174,71,453,516,137
ADAMTS16,Exp,10,0,0,1,674,1802,249,5538,1563,1961
ADAMTS17,Exp,1,85,131,195,310,673,228,271,2511,850
ADAMTS18,Exp,2,72,1523,276,926,1778,24,423,2593,1183
ADAMTS19,Exp,18,0,0,65,409,1499,602,1813,1323,512
ADAMTS2,Exp,41,688,96,0,141,274,253,228,2073,495
ADAMTS20,Exp,12,0,0,29,1750,1852,15,1294,3409,1335
ADAMTS3,Exp,1474,54,198,124,1350,2514,10,1546,3211,833
ADAMTS4,Exp,23,373,295,1,544,749,589,758,2416,990
ADAMTS5,Exp,154,161,2,3,293,540,0,351,3086,339
ADAMTS6,Exp,7,89,0,4,849,2081,455,589,2944,2718
ADAMTS7,Exp,96,312,134,16,2051,740,2604,654,4321,1065
ADAMTS8,Exp,12,3,11,0,162,377,30,1317,639,169
ADAMTS9,Exp,59,3081,4957,5443,1291,2718,1592,1004,5621,1306
ADAMTSL1,Exp,9,1,19,474,847,1190,5,1095,2382,1519
ADAMTSL2,Exp,1,5,9,117,153,210,55,65,892,196
ADAMTSL3,Exp,87,601,26,2,2127,3040,45,1535,3289,1597
ADAMTSL4,Exp,62,25,7,30,789,347,119,897,2720,559
ADAMTSL5,Exp,2,305,0,59,89,197,59,71,473,344
ADAP1,Exp,2,1756,87,46,356,294,68,128,2219,579
ADAP2,Exp,24,5,47,0,98,302,6,172,666,158
ADAR,Exp,12713,10274,9537,2136,24678,4258,14708,8209,4011,5671
ADARB1,Exp,57,695,498,240,331,396,2108,3017,2911,280
ADARB2,Exp,1,0,0,576,243,296,0,187,2308,209
ADAT1,Exp,1453,3050,1065,834,2061,943,2405,259,1157,1091
ADAT2,Exp,742,409,195,672,1203,378,291,1057,1447,533
ADAT3,Exp,128,203,85,210,319,54,225,100,187,145
ADCK1,Exp,313,273,147,137,631,386,432,197,1346,263
ADCK2,Exp,3410,1412,271,596,526,272,972,403,920,622
ADCK5,Exp,1148,388,488,624,558,113,635,27,545,88
ADCY1,Exp,130,94,85,34,733,995,61,626,3508,3315
ADCY10,Exp,2,3,35,6,1759,2256,31,2075,6293,2345
ADCY2,Exp,0,1823,20,243,18365,3106,6336,885,1828,2278
ADCY3,Exp,1319,1416,1701,551,1012,386,3874,500,2353,1286
ADCY4,Exp,84,0,2,9,508,443,73,233,1116,777
ADCY5,Exp,2,0,20,13,205,315,157,277,1725,481
ADCY6,Exp,2347,1729,1047,2436,11469,1896,3332,3175,2154,1353
ADCY7,Exp,2167,2884,166,155,534,621,2434,948,2488,673
ADCY8,Exp,1,0,0,44,1655,2148,10,1197,5321,784
ADCY9,Exp,1549,1221,500,407,5582,1238,2691,909,2103,1151
ADCYAP1,Exp,95,1672,2,2,767,59,0,51,676,1677
ADCYAP1R1,Exp,0,0,6,2,1253,1628,177,445,2316,1720
ADD1,Exp,4560,11468,1414,928,7575,1324,3848,3456,1350,2408
ADD2,Exp,1140,42,1672,46,1673,667,37,1168,1948,1209
ADD3,Exp,6011,1875,1263,363,13392,1046,1175,1906,2699,3416
ADGB,Exp,0,0,0,0,879,869,0,1032,5959,584
ADGRA1,Exp,0,0,0,0,81,50,0,63,768,191
ADGRA2,Exp,26,74,10,3,168,512,3151,371,552,1577
ADGRA3,Exp,2595,2184,782,1948,913,1245,4092,6713,2445,4519
ADGRB1,Exp,13,93,1302,2191,864,814,522,436,2404,529
ADGRB2,Exp,295,84,98,30,251,397,445,138,4912,3069
ADGRB3,Exp,22,0,0,0,1321,1847,0,1679,1710,1852
ADGRD1,Exp,1,0,0,2,419,409,49,304,2429,874
ADGRE1,Exp,0,0,0,0,1273,2147,0,1404,3128,2596
ADGRE2,Exp,5,140,42,42,1071,759,116,377,2089,903
ADGRE3,Exp,0,0,0,0,281,1007,0,570,1696,656
ADGRE5,Exp,3862,2032,115,476,2106,435,4555,274,1832,380
ADGRF1,Exp,468,218,11,61,3975,2042,6,1001,3220,2026
ADGRF2,Exp,4,4,5,1,520,580,0,515,1673,960
ADGRF3,Exp,5,15,7,6,203,339,72,215,2191,915
ADGRF4,Exp,2,2,0,0,305,463,0,298,1419,615
ADGRF5,Exp,1,582,21,275,4047,1178,0,988,3751,1839
ADGRG1,Exp,8886,13977,2236,9211,16303,2958,18160,8378,2734,5106
ADGRG2,Exp,27,5,6,40,2214,1123,81,2936,2442,824
ADGRG3,Exp,16,4,1,8,228,374,6,235,1432,412
ADGRG4,Exp,0,1,0,0,6739,5707,0,2947,4464,9557
ADGRG5,Exp,3,0,0,0,345,675,5,356,1672,993
ADGRG6,Exp,1172,993,469,5485,3878,1630,3471,7996,6733,516
ADGRG7,Exp,0,0,10,35,444,577,1,419,1366,427
ADGRL1,Exp,6500,477,774,2173,1031,1616,15315,1381,3269,6874
ADGRL2,Exp,8699,4869,2682,3022,13581,1454,1617,1662,5414,5212
ADGRL3,Exp,90,2,0,32,1317,1851,22,1103,2593,791
ADGRL4,Exp,1,0,1,7,388,277,0,221,2541,328
ADGRV1,Exp,45,80,3,9,12695,18953,807,4051,9944,7025
ADH1A,Exp,0,0,0,0,218,410,0,254,582,109
ADH1B,Exp,0,0,0,0,179,553,0,277,626,144
ADH1C,Exp,0,0,0,0,242,580,0,273,655,185
ADH4,Exp,0,0,0,0,289,549,3,344,718,213
ADH5,Exp,8762,2720,1961,1043,6351,2038,1906,5031,1784,1465
ADH6,Exp,0,0,0,0,575,971,0,543,1034,331
ADH7,Exp,2,0,0,0,349,661,0,397,834,215
ADHFE1,Exp,87,45,18,53,1292,998,116,671,825,555
ADI1,Exp,3168,4244,1087,1611,2729,462,1622,1184,935,746
ADIG,Exp,0,0,0,0,33,112,0,54,420,123
ADIPOQ,Exp,2,0,0,0,47,92,0,110,271,94
ADIPOR1,Exp,5556,5605,2330,5400,19680,4852,3053,6003,3402,5216
ADIPOR2,Exp,10259,5295,15960,2718,4966,1171,3665,3047,1347,1221
ADIRF,Exp,1459,393,1273,91,133,439,133,206,187,55
ADK,Exp,2064,5262,344,438,8730,813,808,1596,1202,822
ADM,Exp,2634,3130,3024,699,493,649,1652,43,1032,196
ADM2,Exp,2578,456,87,3158,23,6,1064,22,265,38
ADM5,Exp,34,74,24,22,81,25,203,45,183,57
ADNP,Exp,10923,6275,4536,3955,22325,3944,13172,4427,4658,9158
ADNP2,Exp,1340,1150,1289,1422,3910,330,1370,523,1731,637
ADO,Exp,710,1876,906,864,2071,188,810,1389,658,580
ADORA1,Exp,25,572,172,6209,93,92,1058,60,941,272
ADORA2A,Exp,28,529,14,130,336,124,51,112,698,371
ADORA2B,Exp,115,411,745,31,1880,536,248,457,529,302
ADORA3,Exp,0,0,0,0,117,73,0,65,234,159
ADPGK,Exp,2296,1117,1233,953,3073,882,2044,2021,1041,1811
ADPRH,Exp,359,320,151,129,248,169,160,266,439,168
ADPRHL1,Exp,118,470,10,39,766,377,207,307,929,661
ADPRHL2,Exp,2155,1265,890,412,492,91,407,49,607,161
ADPRM,Exp,276,194,90,72,788,744,54,532,780,322
ADRA1A,Exp,0,0,4,0,56,324,7,94,209,193
ADRA1B,Exp,48,179,4,28,44,73,2,54,301,114
ADRA1D,Exp,3,7,4,0,84,97,3,46,696,92
ADRA2A,Exp,155,1,1,0,128,121,1,128,582,94
ADRA2B,Exp,34,254,61,8,64,64,416,35,688,85
ADRA2C,Exp,3,519,0,97,26,141,72,512,202,285
ADRB1,Exp,57,33,22,0,1039,125,54,104,725,126
ADRB2,Exp,8,134,2,17,208,485,136,269,386,261
ADRB3,Exp,1,0,1,0,18,86,1,65,109,225
ADRM1,Exp,5792,5581,5114,3444,10785,1234,3401,1813,1037,1467
ADSL,Exp,4085,1406,2088,3115,2429,945,1543,3019,2203,2493
ADSS,Exp,6937,3443,1834,1424,12156,3429,3438,7285,5481,1885
ADSSL1,Exp,542,292,139,32,667,336,115,361,1216,303
ADTRP,Exp,1,14,854,1,364,725,2,631,1408,506
AEBP1,Exp,163,9,93,491,605,365,3220,299,2230,2042
AEBP2,Exp,772,832,2663,599,1124,1423,2254,5270,1523,1419
AEN,Exp,526,883,979,601,232,112,2896,41,473,117
AES,Exp,10503,13376,2934,8189,1293,212,4454,87,654,1173
AFAP1,Exp,1170,1598,1160,71,3463,721,2519,1003,1450,1377
AFAP1L1,Exp,37,1259,186,177,245,606,192,391,1292,568
AFAP1L2,Exp,7,1829,79,0,958,352,1721,260,1583,343
AFDN,Exp,1980,11708,4824,2093,14194,3165,4993,14464,9359,2894
AFF1,Exp,4510,729,3467,2074,14664,5231,1588,574,3979,2550
AFF2,Exp,19,4,1,91,941,2419,1045,1531,2532,7687
AFF3,Exp,383,480,1,1,806,1473,21,869,4177,4393
AFF4,Exp,4727,5145,3392,2442,28445,9169,4098,14758,4671,10109
AFG1L,Exp,317,473,48,153,796,351,228,802,652,357
AFG3L2,Exp,9328,7730,2218,3397,3695,472,2511,1478,2099,1427
AFM,Exp,0,0,0,0,476,988,0,574,1399,272
AFMID,Exp,803,1089,406,1511,805,327,393,248,874,450
AFP,Exp,6,5,0,0,236,515,0,258,905,170
AFTPH,Exp,4362,2810,1061,1366,14358,3390,1222,4091,3527,2561
AGA,Exp,1646,820,237,110,9207,1043,404,1159,760,978
AGAP1,Exp,1955,2092,1728,3116,7763,1341,1919,1965,2846,3356
AGAP11,Exp,111,56,42,26,2734,2585,93,6040,5122,2791
AGAP2,Exp,24,8,980,29,906,652,24,484,1450,931
AGAP3,Exp,4443,3169,1020,2552,1724,414,3214,415,2003,1243
AGAP4,Exp,218,122,211,82,4330,397,124,1416,999,1291
AGAP5,Exp,32,170,69,96,5229,1371,150,2397,3349,2848
AGAP6,Exp,601,470,297,256,14784,1527,358,5546,3575,7051
AGAP9,Exp,11,2,8,43,1616,325,27,1051,749,1954
AGBL1,Exp,0,0,22,2,498,1420,0,780,2131,890
AGBL2,Exp,28,0,19,5,312,1038,4,306,1763,945
AGBL3,Exp,115,42,20,33,641,693,40,762,1645,803
AGBL4,Exp,1,3,2,60,551,1198,51,731,2401,1492
AGBL5,Exp,1653,1071,1540,584,2223,843,871,1241,2323,2161
AGER,Exp,127,113,142,87,484,144,239,274,1058,259
AGFG1,Exp,4489,6012,2241,1224,16031,1877,530,5535,3128,3444
AGFG2,Exp,1420,972,298,5192,1758,895,359,369,1783,1041
AGGF1,Exp,1857,2194,757,656,6205,2124,555,2028,1483,1399
AGK,Exp,1336,1664,382,817,4040,1867,1209,934,1954,1885
AGL,Exp,1699,1627,320,1660,5394,1241,631,1169,4206,2466
AGMAT,Exp,14,39,322,50,327,119,36,108,337,205
AGMO,Exp,21,0,0,389,905,340,2,306,1334,3052
AGO1,Exp,1991,1679,2439,2047,6163,1743,2944,1620,4465,3048
AGO2,Exp,8364,6045,7717,10671,18076,1439,10958,4527,2549,2177
AGO3,Exp,441,717,465,308,2621,973,936,1457,3207,2525
AGO4,Exp,1814,1040,355,274,3106,1014,1289,1041,3604,1830
AGPAT1,Exp,2487,3226,1195,1872,4745,542,2183,1330,818,2625
AGPAT2,Exp,4562,2621,58,433,951,195,1033,51,564,113
AGPAT3,Exp,2530,3154,4451,2148,4294,560,2280,1155,2465,482
AGPAT4,Exp,191,578,58,117,294,107,265,456,1403,328
AGPAT5,Exp,5264,1512,936,973,2627,1090,1147,1207,2045,1260
AGPS,Exp,1090,437,1863,1529,2638,866,1006,2667,1702,1198
AGR2,Exp,56,14,223,32,14473,6677,9,552,1263,3175
AGR3,Exp,1,0,0,0,366,290,0,157,1211,420
AGRN,Exp,9529,14198,11826,8117,1704,440,13631,283,2921,267
AGRP,Exp,0,0,0,0,21,38,0,16,188,41
AGT,Exp,109,24,67,33,553,35,222,74,1332,235
AGTPBP1,Exp,2477,1064,515,518,4268,2065,847,2727,3192,1991
AGTR1,Exp,0,0,0,0,204,350,1,232,566,324
AGTR2,Exp,0,0,0,0,1024,494,3,265,475,425
AGTRAP,Exp,739,2132,342,462,252,196,772,49,718,171
AGXT,Exp,0,0,2,0,181,133,0,140,1391,392
AGXT2,Exp,0,0,0,0,255,1029,0,348,2955,691
AHCTF1,Exp,5479,3106,2983,2642,27252,5168,6127,20707,18887,11755
AHCY,Exp,12211,5102,6699,4793,3460,581,2883,1090,1272,1223
AHCYL1,Exp,7313,4568,1037,2915,18537,2284,1883,4253,3441,4793
AHCYL2,Exp,1619,1229,777,572,3028,1745,809,1432,2525,1251
AHDC1,Exp,599,1867,5228,2082,2000,344,4648,320,2756,690
AHI1,Exp,325,1157,299,4,4593,1510,1767,5920,8635,3769
AHNAK,Exp,37339,38002,32324,3541,143949,67306,23964,94369,18853,3540
AHNAK2,Exp,13825,4448,942,126,9945,1247,10423,1293,6822,426
AHR,Exp,1016,11784,1078,10071,21642,4099,1076,1864,5378,1999
AHRR,Exp,9,57,38,146,411,405,156,181,1511,629
AHSA1,Exp,4183,6143,3932,1677,7659,973,3423,2040,1742,966
AHSA2,Exp,1323,1112,344,746,9698,2228,887,3091,2502,2939
AHSG,Exp,0,0,0,3,89,152,1,178,611,171
AHSP,Exp,0,0,0,0,77,78,0,44,203,88
AICDA,Exp,0,0,0,0,58,190,0,222,371,157
AIDA,Exp,1006,2553,588,508,1425,323,1877,693,1534,589
AIF1,Exp,0,0,0,0,458,433,1,272,635,862
AIF1L,Exp,2740,5701,401,11534,3917,718,8701,614,623,159
AIFM1,Exp,1799,3682,573,965,29961,3150,1156,2553,1359,2556
AIFM2,Exp,488,250,108,434,1613,130,342,171,560,319
AIFM3,Exp,36,1,16,33,637,154,129,216,1578,576
AIG1,Exp,2653,991,171,732,1787,373,265,687,803,593
AIM2,Exp,0,0,0,0,330,345,0,301,1017,343
AIMP1,Exp,3244,2023,403,739,4880,981,993,1632,704,429
AIMP2,Exp,1354,3373,581,1326,2862,412,450,394,808,515
AIP,Exp,2447,1679,2009,982,5541,479,486,675,365,627
AIPL1,Exp,0,1,2,0,158,98,4,57,676,98
AIRE,Exp,0,0,0,0,325,469,0,359,4533,325
AJAP1,Exp,0,0,0,15,41,74,152,25,392,31
AJUBA,Exp,1131,1044,1303,47,2481,287,586,616,1096,406
AK1,Exp,1806,2817,457,83,3765,664,965,112,630,411
AK2,Exp,8426,5815,5612,2168,10144,1691,2336,2251,3432,2135
AK3,Exp,5001,2522,700,1208,5577,819,948,1789,815,652
AK4,Exp,2844,511,2971,2558,2087,640,1016,202,871,406
AK5,Exp,94,5,1,1,736,477,65,302,1622,1177
AK6,Exp,973,654,73,45,1064,618,132,298,420,129
AK7,Exp,29,30,14,5,478,907,51,234,1976,399
AK8,Exp,43,24,58,27,367,551,38,145,994,179
AK9,Exp,722,282,20,348,3729,1386,191,3307,2058,1378
AKAIN1,Exp,2,0,0,0,54,65,0,72,338,188
AKAP1,Exp,9916,3613,3283,2831,8939,978,5912,2575,2505,1823
AKAP10,Exp,1047,1247,428,430,3101,1459,657,1903,1866,1626
AKAP11,Exp,2754,2530,1092,1241,13634,3653,1690,8625,3663,2703
AKAP12,Exp,18,23,16,39,212,249,44,340,2575,2794
AKAP13,Exp,2116,1674,2564,4198,15317,4502,9065,25103,5437,3395
AKAP14,Exp,1,0,0,0,97,329,0,153,327,396
AKAP17A,Exp,689,932,1544,425,4148,231,2508,700,588,704
AKAP2,Exp,0,0,2,1,1,1,6,1,20,3
AKAP3,Exp,97,56,11,122,369,438,552,467,708,252
AKAP4,Exp,0,0,0,0,314,757,0,329,753,792
AKAP5,Exp,78,5,81,8,701,302,26,444,1116,483
AKAP6,Exp,515,157,20,112,4050,1007,136,663,3482,2380
AKAP7,Exp,376,152,1,1,286,366,762,927,1482,224
AKAP8,Exp,2557,1194,1051,1194,2963,599,2059,809,2568,992
AKAP8L,Exp,3817,1498,1367,1169,4423,829,3292,1007,2465,1619
AKAP9,Exp,3655,4367,1024,3885,63552,12001,3561,29017,10395,17477
AKIP1,Exp,627,533,246,125,325,189,566,48,355,241
AKIRIN1,Exp,4587,2500,1052,1075,743,304,1147,575,1114,560
AKIRIN2,Exp,1986,1950,1917,713,1262,122,1851,835,278,364
AKNA,Exp,567,578,395,169,953,447,243,248,1978,420
AKNAD1,Exp,5,18,0,7,905,415,57,276,1939,560
AKR1A1,Exp,9771,4127,1356,1872,9573,1827,990,2017,919,1037
AKR1B1,Exp,1833,879,1062,16,102,209,1058,298,851,1247
AKR1B10,Exp,35,0,535,6,184,462,0,330,1060,400
AKR1B15,Exp,407,176,67,1,3534,1560,0,703,1547,801
AKR1C1,Exp,3821,673,589,495,1084,883,170,932,1379,427
AKR1C2,Exp,326,232,457,6299,900,1080,34,996,1691,326
AKR1C3,Exp,6563,2424,65,1392,391,280,168,563,1115,359
AKR1C4,Exp,1,0,0,1,504,356,0,566,1039,374
AKR1D1,Exp,2,0,0,0,212,511,0,370,1184,330
AKR1E2,Exp,637,348,191,1802,1941,482,401,769,1080,318
AKR7A2,Exp,596,1757,1329,669,3338,418,577,376,1108,782
AKR7A3,Exp,5,8,42,115,2219,193,30,55,994,332
AKR7L,Exp,3,9,20,17,314,112,37,40,997,241
AKT1,Exp,10338,6397,4034,3949,3493,627,5796,217,1521,495
AKT1S1,Exp,1702,2366,1497,1476,927,157,3395,193,624,270
AKT2,Exp,3791,4331,4476,3754,7750,803,7283,2079,1535,2189
AKT3,Exp,5,2713,27,6,1408,739,3099,8003,4381,7644
AKTIP,Exp,1952,3145,175,308,2242,1001,971,1356,828,555
ALAD,Exp,2607,1363,544,1090,738,218,1135,65,575,138
ALAS1,Exp,1661,1573,448,706,2602,1093,1391,671,1289,876
ALAS2,Exp,0,0,25,0,477,836,2,385,879,925
ALB,Exp,38,9,0,10,339,657,2,436,1361,279
ALCAM,Exp,4410,3817,482,899,30176,15541,113,9755,1651,2523
ALDH16A1,Exp,526,1104,651,305,2101,347,1162,384,1151,465
ALDH18A1,Exp,4518,3031,2094,3524,7909,836,6340,3162,1757,796
ALDH1A1,Exp,78,24,21,9837,2462,1389,18,643,1063,910
ALDH1A2,Exp,2,0,0,1,327,586,5,236,1399,625
ALDH1A3,Exp,697,3017,3,597,4357,645,1034,189,1299,562
ALDH1B1,Exp,2705,1386,1111,378,2224,294,984,687,595,180
ALDH1L1,Exp,0,39,205,1141,170,331,12,274,2250,428
ALDH1L2,Exp,1968,1,40,1078,1727,1035,1206,719,1937,1045
ALDH2,Exp,5127,3210,5989,127,289,4798,1201,187,1025,442
ALDH3A1,Exp,24,4,32,16,209,122,5,102,749,237
ALDH3A2,Exp,3163,1419,1095,917,6384,1691,1436,2427,2685,1627
ALDH3B1,Exp,57,576,52,276,327,200,292,138,651,264
ALDH3B2,Exp,3739,145,4010,4516,5953,1353,10,478,704,202
ALDH4A1,Exp,472,942,2018,958,152,255,119,188,1018,388
ALDH5A1,Exp,2652,696,499,446,1736,1075,251,948,1672,3014
